Document Date,purchasing document,item,material,short text,order quantity,order unit,currency,net price,net order value,plant,purchasing group,purchasing organization,price unit,supplier_code,supplier_name
3/11/2019,4500148871,20,,ถุงมือแพทย์ชนิดไม่มีแป้งSize M(box),36,EA,THB,190.00,"6,840.00",RB11,RB1,RB00,1,BG00012527, LAB VALLEY LIMITED PARTN
3/11/2019,4500148871,30,,ถุงมือแพทย์ชนิดไม่มีแป้งSize L(box),36,EA,THB,190.00,"6,840.00",RB11,RB1,RB00,1,BG00012527, LAB VALLEY LIMITED PARTN
3/11/2019,4500148871,40,,Thermometer 0-50 C Alcohol (สีแดง) box,10,EA,THB,95.00,950.00,RB11,RB1,RB00,1,BG00012527, LAB VALLEY LIMITED PARTN
3/22/2019,4500150156,10,,Helium gas (UHP),1,EA,THB,"11,686.50","11,686.50",RB11,RB1,RB00,1,BG00012538, LINDE(THAILAND)PUBLIC CO
3/22/2019,4500150156,20,,Delivery Charges Helium,1,EA,THB,40.00,40.00,RB11,RB1,RB00,1,BG00012538, LINDE(THAILAND)PUBLIC CO
3/22/2019,4500150156,30,,Nitrogen gas (UHP),2,EA,THB,801.00,"1,602.00",RB11,RB1,RB00,1,BG00012538, LINDE(THAILAND)PUBLIC CO
3/22/2019,4500150156,40,,Delivery Charges Nitrogen,2,EA,THB,60.00,120.00,RB11,RB1,RB00,1,BG00012538, LINDE(THAILAND)PUBLIC CO
3/4/2019,4500148215,10,,คูปองน้ำดื่ม,720,EA,THB,33.00,"23,760.00",RB11,RB0,RB00,1,BG00012547, M. WATER
3/29/2019,4500150370,10,,คูปองน้ำดื่ม,720,EA,THB,33.00,"23,760.00",RB11,RB0,RB00,1,BG00012547, M. WATER
3/8/2019,4500148738,10,,ธงญี่ปุ่น 50x116cm. มอง2 ด้านพร้อมติดตัง,3,EA,THB,500.00,"1,500.00",RB11,RB0,RB00,1,BG00012552, MAK ADVERTISING
3/8/2019,4500148738,20,,แผ่นอลูมิเนียมหนา 1 mm.,16,EA,THB,550.00,"8,800.00",RB11,RB0,RB00,1,BG00012552, MAK ADVERTISING
3/8/2019,4500148738,30,,แผ่นอลูมิเนียมหนา 1 mm.,3,EA,THB,800.00,"2,400.00",RB11,RB0,RB00,1,BG00012552, MAK ADVERTISING
3/20/2019,4500149828,10,,"พัดลมระบายอากาศ""Panasonic""#FV-20RLT2",1,SET,THB,"1,150.00","1,150.00",RB11,RB1,RB00,1,BG00012559," Member Tech CO., LTD."
3/12/2019,4500148971,10,,ซ่อมเครื่อง Auto titrate,1,JOB,THB,"16,335.00","16,335.00",RB11,RB1,RB00,1,BG00012564, METROHM SIAM LTD.
3/12/2019,4500148971,20,,Electrode Cable Plug F 1m,1,EA,THB,"3,330.00","3,330.00",RB11,RB1,RB00,1,BG00012564, METROHM SIAM LTD.
3/4/2019,4500148288,10,,INLAB ROUTINE PRO-ISM,1,PC,THB,"13,600.00","13,600.00",RB11,RB1,RB00,1,BG00012567, METTLER-TOLEDO (THAILAND
3/4/2019,4500148288,20,,INLAB Cable Multipin-BNC/RCA1,1,PC,THB,"4,845.00","4,845.00",RB11,RB1,RB00,1,BG00012567, METTLER-TOLEDO (THAILAND
3/4/2019,4500148234,10,,กระดาษเช็ดมือ Scott,5,EA,THB,"1,130.00","5,650.00",RB11,RB0,RB00,1,BG00012595," NPK MASTERPLAN CO., LTD."
3/4/2019,4500148234,20,,ถุงขยะ 30*40,25.000,KG,THB,39.00,975.00,RB11,RB0,RB00,1,BG00012595," NPK MASTERPLAN CO., LTD."
3/4/2019,4500148234,30,,ถุงขยะ 36*45,25.000,KG,THB,39.00,975.00,RB11,RB0,RB00,1,BG00012595," NPK MASTERPLAN CO., LTD."
3/4/2019,4500148234,40,,สบู่เหลวล้างมือ 3M ชมพู,4,EA,THB,120.00,480.00,RB11,RB0,RB00,1,BG00012595," NPK MASTERPLAN CO., LTD."
