Enter Date,Document No,Item,Short Text,Order Unit,Order Quantity,Order Price,Order Amount,Supplier_Code,Supplier_Name,Enter By
07/25/2018,WW-8121,,พลาสติกเคลือบ A4 หนา 125 ไมครอน,5  แพ็ค,5,," 1,994.00 ",,OfficeMate,
08/01/2018,WW-8122,,ไซฟ่อน ขนาดเล็ก,3  โหล,3,," 3,420.00 ",,P&N Labchem,
08/01/2018,WW-8122,,สีสเปร์ย สีดำ TOA.,6  โหล,6,," 4,140.00 ",,ธารทอง สุวรรณ,
08/01/2018,WW-8122,,หนังยางวงใหญ่,4  โล,4,, 640.00 ,,ธารทอง สุวรรณ,
08/01/2018,WW-8124,,ถ้วยทรงกระบอกใหญ่,24  ใบ,24,, 228.00 ,,,
08/01/2018,WW-8124,,กล่องเอนกประสงค์,1  ใบ,1,, 134.00 ,,,
08/01/2018,WW-8124,,ฝารองพลาสติก,1  อัน,1,, 249.00 ,,ไทวัสดุ,
08/01/2018,WW-8124,,ชุดสายฉีดชำระ,1  ชุด,1,, 159.00 ,,ไทวัสดุ,
08/01/2018,WW-8124,,ท่อน้ำทิ้ง,1  ชุด,1,, 489.00 ,,ไทวัสดุ,
08/06/2018,WW-8126,,ฝาวาล์วถัง IBC ขนาด 1000 ลิตร,50  ชิ้น,50,," 2,350.00 ",,เอกราช,
08/06/2018,WW-8127,,แผงกั้นพลาสติก ,6  ชุด,6,," 8,400.00 ",,Team Safetysales,
08/21/2018,WW-8128,,ค่าบริการล้างทำความสะอาดถัง,2238 ใบ,2238,," 6,714.00 ",, K.S.WASTE ,
08/21/2018,WW-8128,,ค่าล้างทำความสะอาด Bulk E,9  ใบ,9,, 900.00 ,,K.S.WASTE,
08/31/2018,WW-8131,,ไขควงหัวบล๊อค เบอร์ 8  ด้ายาง,2  อัน,2,, 400.00 ,,ธารทอง สุวรรณ,
08/31/2018,WW-8131,,กล่องใส่เครื่องมือ,1  กล่อง,1,, 861.21 ,,OfficeMate,
08/31/2018,WW-8131,,พลาสติกเคลือบ A3,1  แพ็ค,1,, 745.80 ,,OfficeMate,
08/31/2018,WW-8131,,คลิปปากแบน  ขนาด  2''  SDI 0202,10 แพ็ค,10,, 967.80 ,,OfficeMate,
08/28/2018,WW-8132,,ยางมะตอย,15  ถุง,15,," 1,800.00 ",,ธารทอง สุวรรณ,
08/28/2018,WW-8132,,วาล์ว  PCV 2''  แบบเกลียว,30  ตัว,30,," 4,080.00 ",,ธารทอง สุวรรณ,
08/31/2018,WW-8133,,STK. PVC  สีเขียว  ,100 แผ่น,100,," 1,200.00 ",,ส.รุ่งการพิมพ์,
08/31/2018,WW-8133,,STK. PVC  สีเลือง,100  แผ่น,100,," 1,200.00 ",,ส.รุ่งการพิมพ์,
08/31/2018,WW-8133,,STK. PVC  สีน้ำเงิน,100  แผ่น,100,," 1,200.00 ",,ส.รุ่งการพิมพ์,
08/31/2018,WW-8133,,แบบฟอร์มการเบิก สินค้า-วัตถุดิบ,100  เล่ม,100,," 6,500.00 ",,เบศท์ฟอร์ม ปริ้นท์,
08/31/2018,WW-8134,,สายยางใยลวด  ขนาด 1''  ยาว 10 ม.,2   เส้น,2,," 4,960.00 ",,ธารทอง สุวรรณ,
08/31/2018,WW-8134,,เศษผ้า อย่างดี,2  แพ็ค,2,," 1,000.00 ",,ธารทอง สุวรรณ,
08/31/2018,WW-8134,,ผงซักฟอก ,1  กล่อง,1,, 750.00 ,,NPK masterplan,
08/31/2018,WW-8134,,เคเบิ้ลไทร์  6'',6  ห่อ,6,, 270.00 ,,ธารทอง สุวรรณ,
08/31/2018,WW-8135,,Transportation,1 lot,1,," 5,000.00 ",,วิลโลโกลบอล=30%+70%,
08/31/2018,WW-8136,,สอบเทียบเครื่องวัด แอลกอฮอ  SN10400019,1  เครื่อง,1,," 2,500.00 ",,SAHAVIT supply&service,
09/05/2018,WW-8137,,ฝาเกลียว แกลอน  30  ลิตร  #004  สีแดง,200  ฝา,200,," 2,000.00 ",,แสงรุ่งกรุ๊ป,
09/10/2018,WW-8139,,ผ้าไมโครโพลีคลาสสิค 8790 costa,4 แพ็ค,4,, 76.00 ,,Hardearehouse,
09/10/2018,WW-8139,,น้ำยาเช็ดกระจก 520 มล. วินเด็กซ์ หัวฉีด,2 ขวด,2,, 122.00 ,,Hardearehouse,
09/10/2018,WW-8139,,ผ้าเช็ดจาน วาฟเฟิล คละสี,6 ชิ้น,6,, 240.00 ,,Hardearehouse,
09/10/2018,WW-8139,,กุญแจรุ่นประหนัด 40 มม. SOLO NO.84,1 ชิ้น,1,, 123.00 ,,Hardearehouse,
09/10/2018,WW-8139,,กุญแจรุ่นประหนัด 25 มม. ISEO,2 ชิ้น,2,, 70.00 ,,Hardearehouse,
09/10/2018,WW-8139,,กุญแจคอยาวรุ่นประหยัด 25 มม ISEO,1 ชิ้น,1,, 37.00 ,,Hardearehouse,
09/13/2018,WW-8142,,ชุดป้องกันสารเคมี size M,12 set,12,," 1,728.00 ",,กรุงเทพ เซฟตี้,
09/13/2018,WW-8145,,คลิปขาวปากแบน,48 แพ็ค,48,," 3,840.00 ",,บ.สุ่ยเซ้งเครื่องเขียน,
09/13/2018,WW-8145,,ลวดซีล Bulk,10 ม้วน,10,," 1,400.00 ",,ส.แสงเจริญโลหะ,
09/13/2018,WW-8145,,เม็ดตะกั่ว ซีล Bulk,2 กส.,2,," 7,000.00 ",,ส.แสงเจริญโลหะ,
09/13/2018,WW-8145,,สีสเปร์ย สีเหลือง TOA.,2  โหล,2,," 1,380.00 ",,ธารทอง สุวรรณ,
09/13/2018,WW-8145,,สีสเปร์ย สีฟ้า TOA.,2  โหล,2,," 1,380.00 ",,ธารทอง สุวรรณ,
09/21/2018,WW-8146,,ค่าบริการล้างทำความสะอาดถัง,"2,710 ใบ","2,710",,8130.00,,K.S.WASTE,
09/21/2018,WW-8146,,ค่าล้างทำความสะอาด Bulk E,3  ใบ,3,,300.00,,K.S.WASTE,
09/21/2018,WW-8147,,ผ้าเอนกประสงค์,1 ชิ้น,1,,89.00,,makco,
09/21/2018,WW-8147,,แปรงล้างจาน,1 ชิ้น,1,,89.00,,makco,
09/21/2018,WW-8147,,กระดาษกาวย่น 2 นิ้ว,6 ชิ้น,6,,285.00,,makco,
09/21/2018,WW-8147,,ม็อบพลาสติก,1 ชิ้น,1,,139.00,,ไทวัสดุ,
09/21/2018,WW-8147,,อะไหล่ม็อบพลาสติก,2 ชิ้น,2,,178.00,,ไทวัสดุ,
09/21/2018,WW-8147,,ด้ามต่อเครื่องมือทำสวน,2 ชิ้น,2,,710.00,,ไทวัสดุ,
09/21/2018,WW-8147,,ลูกกลิ้งทาสี 4 นิ้ว,6 ชิ้น,6,,330.00,,ไทวัสดุ,
09/21/2018,WW-8147,,แปรงทาสี 4 นิ้ว,4 ชิ้น,4,,272.00,,ไทวัสดุ,
09/21/2018,WW-8147,,แปรงทาสี 2 นิ้ว,6 ชิ้น,6,,150.00,,ไทวัสดุ,
09/21/2018,WW-8147,,ถาดพร้อมลูกกลิ้ง 10 นิ้ว,4 ชิ้น,4,,556.00,,ไทวัสดุ,
09/21/2018,WW-8148,,น้ำมันสน 2.3 kg,1 ป๋อง,1,,142.00,,ไทวัสดุ,
09/21/2018,WW-8148,,สีน้ำมันเคลือบเงา,1 ชิ้น,1,,537.55,,ไทวัสดุ,
09/21/2018,WW-8148,,สีรองพื้นปูนเอนกประสงค์,1 ชิ้น,1,,645.06,,ไทวัสดุ,
09/21/2018,WW-8148,,สีน้ำภายใน สีควันบุหรี่,1 ชิ้น,1,,693.92,,ไทวัสดุ,
09/21/2018,WW-8148,,สีน้ำภายใน สีฟ้าอ่อน,1 ชิ้น,1,,"1,593.09",,ไทวัสดุ,
09/21/2018,WW-8148,,แม่สีเบเยอร์,200 ชิ้น,200,,415.13,,ไทวัสดุ,
09/21/2018,WW-8148,,เทปสติ๊กเกอร์ตีเส้น,1 ชิ้น,1,,375.00,,ไทวัสดุ,
09/22/2018,WW-8149,,ก็อกซิ้งน้ำเย็นติดเคาน์เตอร์,1 ป๋อง,1,,299.00,,ไทวัสดุ,
09/22/2018,WW-8149,,สีน้ำมันเคลือบเงา,1 ชิ้น,1,,155.00,,ไทวัสดุ,
